"","Date","Antimony.","Arsenic.","Aluminum.","Barium.","Bromine.","Cadmium.","Calcium.","Chromium.","Cobalt.","Copper.","Chlorine.","Cerium.","Cesium.","Iron.","Lead.","Indium.","Manganese.","Nickel.","Magnesium.","Phosphorus.","Selenium.","Tin.","Titanium.","Vanadium.","Silicon.","Silver.","Zinc.","Strontium.","Rubidium.","Zirconium.","Ammonium","Sodium","Potassium","Nitrate","OC","EC","Sulfate.","PM2.5"
"92","2012-02-03",0,0.002,0.002,0,0.0029,0,0.0999,0.001,0,0.0034,0.005,0,0.001,0.122,0,0,0.0018,0.0032,0,0,0,0.006,0,0.001,0.067,0,0.0279,0.001,0,0,0.673,0.047,0.024,0.668,2.25,0.872,1.65,8.7
"93","2012-02-09",0,0.0016,0,0,0.0028,0,0.085,0,0.0022,0.0051,0.0185,0.001,0.002,0.105,0.002,0,0.0035,0.0048,0.011,0,0.001,0.012,0.002,0.003,0.07,0,0.0291,0,0,0,1.27,0.083,0.044,3.69,2.57,1.26,1.17,12.3
"94","2012-02-12",0.014,0,0,0,0.0035,0.001,0.0467,0.006,0.001,0.0029,0.0111,0,0,0.0652,0,0,0.001,0.0053,0.0284,0,0,0.004,0,0,0.018,0,0.0246,0,0,0,0.399,0.0778,0.0209,0.683,1.52,0.295,1.1,5.4
"95","2012-02-15",0.008,0,0,0.003,0.0071,0,0.109,0.001,0,0.002,0.012,0,0.002,0.201,0.004,0.003,0.0036,0.0102,0.001,0.001,0.002,0,0.002,0.0027,0.0692,0,0.059,0,0.001,0,2.95,0.072,0.046,6.29,4.18,2.05,2.71,22.4
"96","2012-02-18",0,0,0.019,0,0.003,0.007,0.0356,0.003,0.002,0,0,0,0.003,0.059,0,0.006,0,0.0041,0.021,0,0.002,0,0.002,0.003,0.0224,0.001,0.019,0.001,0,0.001,1.3,0.05,0.029,2.52,2.41,0.608,1.79,9.7
"97","2012-02-24",0.001,0,0.003,0,0.0032,0,0.0479,0.001,0.001,0.0045,0.0106,0,0,0.172,0.001,0.021,0.002,0.0028,0,0,0,0,0.003,0.001,0.0488,0,0.0343,0,0,0,0.875,0.109,0.03,1.68,2.27,1.14,2.03,10.1
"98","2012-03-01",0,0.001,0.007,0,0.0022,0,0.062,0.003,0.001,0.0031,0.019,0.001,0,0.0973,0.001,0.011,0.001,0.0067,0,0,0.001,0,0.002,0.002,0.027,0,0.036,0,0,0,0.799,0.0392,0.0175,2.01,2,1.21,1.42,9.7
"99","2012-03-04",0.011,0,0.023,0,0.0019,0.002,0.0325,0.001,0,0.0043,0.005,0,0,0.0668,0.0032,0,0.001,0.0025,0,0,0,0,0,0.001,0.029,0,0.0157,0,0,0,0.987,0.029,0.02,0.96,2.07,0.497,2.44,7.1
"100","2012-03-07",0,0,0.029,0,0.0044,0,0.0283,0.002,0.001,0.001,0.011,0,0,0.0528,0.002,0,0.001,0.001,0,0,0,0,0.002,0.004,0.037,0,0.0132,0,0,0,1.08,0.103,0.039,1.83,3.13,0.835,2.25,10.3
"101","2012-03-10",0.005,0.001,0,0,0,0,0.0232,0,0,0.0031,0,0,0,0.0544,0,0.001,0.001,0.0025,0.0156,0,0,0,0,0.005,0.025,0,0.0131,0.001,0,0,0.463,0.029,0.016,0.519,1.76,0.485,1.2,3.2
"102","2012-03-16",0,0,0.002,0,0.0042,0,0.0647,0.001,0,0.0118,0.0798,0,0,0.232,0.001,0,0.0038,0.0079,0,0,0,0,0.003,0.0082,0.0367,0,0.0503,0.0023,0,0,2.8,0.078,0.0262,4.37,3.72,2.17,5.57,22.9
"103","2012-03-22",0,0,0.007,0,0.0038,0,0.032,0.002,0,0.0061,0.0125,0,0,0.138,0.0043,0,0.0031,0.0072,0.005,0,0,0,0,0.0193,0.047,0,0.0223,0.002,0,0,2.48,0.079,0.02,4.27,3.21,1.62,3.75,15.6
"104","2012-03-25",0,0.002,0.016,0.0086,0.0039,0,0.0745,0.001,0.001,0.0069,0.101,0,0.006,0.155,0.0113,0,0.0037,0.0057,0.0507,0,0,0,0,0,0.078,0,0.046,0,0,0,0.559,0.331,0.0266,1.65,2.02,0.914,1.44,10.4
"105","2012-03-28",0,0,0.022,0,0.0049,0,0.106,0.003,0,0.0056,0.0157,0,0.001,0.147,0.002,0,0.0036,0.002,0.007,0,0.001,0,0.008,0.0044,0.132,0,0.0202,0,0,0,0.992,0.048,0.027,2.15,3.18,1.53,1.61,10.8
"106","2012-04-03",0,0,0.027,0,0.0019,0,0.0619,0.001,0.001,0.0026,0.004,0,0,0.103,0.001,0,0.002,0.0024,0,0,0,0,0.002,0,0.0804,0,0.0178,0,0,0,0.21,0.0366,0.0091,0.284,1.88,0.911,0.742,5.7
"107","2012-04-06",0.021,0.001,0.013,0,0.0035,0.009,0.0346,0.003,0,0.002,0.002,0,0,0.0623,0.0039,0,0,0.0028,0.005,0,0.001,0.004,0,0,0.039,0,0.0144,0,0,0,0.164,0.092,0,0.36,1.55,0.624,0.606,4
"108","2012-04-15",0,0,0.018,0,0.0065,0,0.0498,0,0,0.0059,0.0135,0,0,0.116,0.0051,0,0.0023,0.005,0,0,0,0,0.004,0.0112,0.136,0,0.0147,0.001,0,0,1.34,0.044,0.0368,1.06,5.07,1.46,3.4,17.5
"109","2012-04-18",0,0,0.01,0.0112,0,0,0.0502,0.001,0.001,0.0054,0,0,0.005,0.0869,0.003,0,0.001,0.0023,0.008,0,0,0.002,0,0.003,0.044,0,0.0172,0,0,0,0.523,0.021,0,1.89,1.85,0.923,0.984,7.6
"110","2012-04-21",0.032,0.00093,0,0,0.001,0.008,0.0277,0.002,0,0.0047,0.0163,0,0,0.0951,0,0,0.002,0.0042,0,0,0,0,0.005,0.0098,0.0521,0,0.0088,0,0,0,1.06,0.0988,0,1.95,1.99,0.59,2.33,8.5
"111","2012-04-24",0,0,0.032,0,0.003,0,0.0315,0,0,0.0024,0.001,0,0,0.0831,0,0,0.002,0.002,0,0,0,0.019,0.002,0.001,0.0732,0,0.0143,0,0,0,0.628,0.0269,0,0.906,1.59,0.617,1.67,6.6
"112","2012-05-03",0,0,0.006,0,0.0018,0,0.0312,0.002,0.001,0.0062,0.0428,0,0.01,0.17,0.0034,0,0.0023,0.0029,0,0,0,0,0,0.0061,0.038,0,0.0128,0.0019,0,0,1.25,0.128,0,2.77,1.99,1.27,2.68,12.8
"113","2012-05-06",0.056,0.001,0.006,0,0.0022,0.006,0.0166,0.001,0,0.0036,0.003,0,0,0.0987,0.002,0,0,0.001,0.006,0,0,0,0.005,0,0.038,0,0.0062,0,0,0,0.866,0.044,0,2.38,2.22,0.526,1.25,6.7
"114","2012-05-09",0,0,0.012,0,0.0028,0,0.0411,0.002,0.001,0.0035,0.03,0,0,0.132,0.0029,0,0.002,0.0049,0,0,0,0,0.001,0.0097,0.085,0,0.0173,0.001,0,0,1.42,0.116,0.0266,2.98,2.93,1.74,2.53,13.7
"115","2012-05-12",0,0,0.056,0,0.0037,0,0.067,0.001,0.0022,0.011,0.0102,0,0,0.138,0.004,0.002,0.0033,0.0031,0.002,0,0,0,0.0046,0.008,0.167,0,0.0188,0,0,0.003,0.75,0.0766,0.132,0.61,3.43,1.44,1.93,11.2
"116","2012-05-15",0.015,0,0.033,0,0.0031,0.006,0.0536,0.002,0,0.002,0.032,0,0,0.203,0,0,0,0.0035,0,0,0.001,0,0.0052,0.0054,0.088,0,0.008,0.002,0.002,0.001,0.703,0.362,0.02,1.77,1.77,0.959,2.33,10.9
"117","2012-05-18",0.005,0,0.026,0.002,0.002,0,0.0626,0.002,0,0.001,0,0.002,0.003,0.239,0.001,0,0,0,0,0,0.001,0,0.0064,0.001,0.0799,0,0.013,0,0.001,0.002,0.171,0.029,0.02,0.544,1.88,1.01,0.757,7.1
"118","2012-05-24",0,0,0,0,0.001,0,0.0359,0.0066,0.001,0.0049,0.0314,0,0,0.227,0.002,0,0.0027,0.002,0,0,0,0,0.002,0.001,0.0279,0,0.0126,0,0,0,1.09,0.0552,0,2.99,2.34,1.14,2.25,13
"119","2012-05-27",0,0.0021,0.015,0,0.0064,0.015,0.0415,0.002,0,0.0069,0.0245,0,0,0.139,0.001,0,0.001,0.0039,0,0,0,0.009,0.005,0.0091,0.104,0,0.0334,0,0,0,0.955,0.125,0.0322,1.43,4.01,1.71,2.38,14.7
"120","2012-06-02",0,0,0.016,0,0.0024,0,0.0197,0.0111,0,0.0047,0.003,0,0,0.11,0,0,0.002,0.0034,0,0,0,0,0.003,0,0.0233,0,0.0069,0,0,0,0.632,0.0778,0.0188,0.492,2.22,0.647,1.87,7.5
"121","2012-06-05",0,0,0,0,0.0011,0,0.0376,0.001,0,0.003,0,0,0,0.113,0.0047,0,0,0.0028,0,0,0,0,0.004,0,0.037,0,0.0146,0,0,0,0.123,0.06,0.022,0.472,1.91,0.942,0.67,4.7
"122","2012-06-08",0,0,0.024,0,0.001,0.004,0.0403,0,0,0.0067,0.007,0,0,0.133,0.0029,0,0.0021,0.002,0,0,0,0,0.005,0.003,0.0652,0,0.0133,0,0.001,0,0.269,0.06,0.027,0.618,3.68,1.32,0.914,10.7
"123","2012-06-14",0,0,0,0,0.0031,0.007,0.0255,0.001,0,0.0037,0.001,0,0.001,0.136,0,0,0.001,0.0012,0,0,0,0,0.002,0,0.0236,0.008,0.0129,0,0,0,0.436,0.0516,0,0.896,2.39,0.85,1.36,7.8
"124","2012-06-20",0.002,0,0.057,0,0.0068,0,0.0699,0.003,0.001,0.0094,0.0257,0,0,0.193,0.0046,0,0.0043,0.0048,0.015,0,0,0.008,0.006,0.0078,0.101,0,0.0264,0.001,0,0,1.66,0.171,0.0493,1.62,4.87,2.81,4.51,22.8
"125","2012-06-23",0,0,0,0,0.002,0,0.0274,0.001,0,0.0047,0.002,0,0,0.118,0.002,0,0,0.0026,0.001,0,0,0,0.003,0.009,0.034,0,0.0103,0.002,0,0.007,0.565,0.0211,0,1.68,3.25,0.966,1.43,9.2
"126","2012-06-26",0.007,0,0.015,0,0.0022,0,0.0282,0,0.001,0.003,0.004,0,0,0.105,0.001,0,0,0,0,0,0,0,0,0.001,0.026,0.001,0.0081,0.001,0,0,0.032,0.018,0,0.309,1.87,0.665,0.332,4
"127","2012-06-29",0.002,0,0,0,0.0013,0,0,0.002,0,0.001,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.0058,0,0.0293,0,0.099,5.8,2.08,0.058,24
"128","2012-07-05",0.032,0,0.031,0.002,0.0029,0,0.0502,0,0,0.0095,0.008,0,0,0.124,0.001,0,0.001,0,0.02,0,0.001,0,0.002,0,0.099,0,0.0112,0.0069,0,0,0.662,0.028,0.304,0.716,3.42,1.35,2.57,14.1
"129","2012-07-08",0.04,0,0.024,0,0.0025,0,0.0386,0.001,0,0.0049,0.003,0,0,0.0988,0.001,0.012,0.003,0.003,0,0,0,0,0.005,0.004,0.072,0,0.0108,0,0.001,0,0.406,0.07,0.112,0.55,4.04,0.85,1.63,12.2
"130","2012-07-11",0.007,0,0,0,0.002,0,0.0355,0,0,0.0043,0.0115,0,0,0.104,0.002,0,0.002,0.003,0.0116,0,0,0,0.001,0.009,0.029,0,0.0128,0,0,0.004,0.131,0.09,0.03,0.605,2.73,1.05,1.09,8.7
"131","2012-07-14",0.007,0,0.004,0.004,0.0081,0,0.0359,0.001,0.002,0,0.008,0,0,0.0902,0.005,0,0,0.004,0,0,0.002,0,0.0044,0.0042,0.0549,0,0.033,0.002,0,0.002,0.812,0.0709,0.0339,0.737,5.02,2.46,2.55,17.2
"132","2012-07-17",0.016,0,0.044,0.001,0.0024,0,0.0609,0.001,0.001,0.0061,0.0104,0,0,0.141,0.003,0,0.006,0.001,0,0,0.001,0.046,0.001,0.004,0.091,0,0.0194,0,0.001,0.007,1.35,0.09,0.069,0.674,4.49,1.8,3.86,18.8
"133","2012-07-20",0,0,0.009,0,0.0026,0,0.0332,0.005,0.0015,0.0025,0.006,0,0,0.113,0,0,0.001,0.001,0.01,0,0,0,0,0.002,0.019,0,0.0071,0,0,0,0.0646,0.055,0,0.51,2.72,0.8,0.623,8
"134","2012-07-26",0,0.001,0.044,0.007,0.004,0,0.0539,0.003,0.0016,0.0034,0.0103,0,0.006,0.111,0.002,0.019,0.003,0.003,0,0,0,0,0.0056,0.01,0.108,0,0.0201,0,0,0,0.88,0.0696,0,1.08,3.71,1.35,2.62,14.2
"135","2012-07-29",0,0,0.01,0,0.001,0.007,0.0175,0,0,0.0041,0,0,0,0.117,0,0,0.002,0.002,0,0,0,0,0.003,0,0.0161,0,0.0087,0,0,0,0.464,0.03,0,1.07,2.54,0.66,1.31,8.3
"136","2012-08-01",0,0,0.004,0,0.0013,0,0.0338,0,0,0.0034,0.009,0,0,0.0918,0,0,0.001,0.002,0.002,0,0,0.026,0.001,0.003,0.014,0,0.0075,0,0,0,0.42,0.097,0,0.689,1.37,0.733,1.77,10.9
"137","2012-08-04",0,0,0.032,0,0.0035,0,0.0347,0.001,0,0.003,0.006,0,0,0.0823,0,0,0.002,0.003,0.001,0,0.0014,0.004,0.002,0.002,0.0903,0.018,0.0087,0,0,0,1.09,0.131,0,0.853,2.53,0.915,3.53,14.1
"138","2012-08-07",0,0,0,0,0.0019,0.012,0.0501,0.004,0,0.0038,0.002,0,0,0.196,0.003,0,0.002,0.003,0,0,0,0.004,0.0091,0.001,0.0358,0,0.0169,0,0,0,0.154,0.024,0,0.485,1.99,1.46,0.943,7.9
"139","2012-08-10",0,0,0.021,0,0.001,0,0.0356,0.002,0.001,0.0027,0.0137,0,0.001,0.0954,0,0,0,0.001,0.011,0,0,0,0.001,0,0.075,0,0.0109,0,0,0.0087,0.322,0.134,0.02,0.729,1.81,1.07,1.75,10.5
"140","2012-08-16",0.022,0,0,0,0.001,0,0.0303,0.004,0.001,0.0042,0.004,0,0,0.131,0,0,0.003,0.001,0,0,0.001,0,0.003,0,0.042,0,0.0145,0,0,0,0.67,0.027,0.02,0.912,3.17,1.39,1.8,11.4
"141","2012-08-19",0,0,0,0,0.0029,0.002,0.0256,0,0,0.0035,0.004,0,0,0.0806,0,0,0.002,0.003,0,0,0,0.019,0,0.003,0.0136,0.001,0.0113,0,0,0,0.181,0.028,0.016,0.547,2.65,0.83,0.852,8.3
"142","2012-08-22",0.006,0.001,0,0,0.0032,0,0.0465,0.002,0.001,0.0115,0.0146,0,0,0.142,0.004,0,0.003,0.003,0,0,0.001,0,0.001,0.002,0.056,0,0.0187,0,0,0,1.23,0.07,0.079,1.81,3.33,1.44,3.12,14.6
"143","2012-08-25",0,0.001,0.003,0,0.0047,0,0.0408,0.003,0,0.009,0.0161,0,0,0.211,0.002,0,0.003,0.003,0,0,0,0.025,0.005,0.0046,0.0581,0,0.0165,0.0028,0,0,1.47,0.0608,0.0345,1.86,3.09,1.21,3.29,14
"144","2012-08-28",0,0.001,0.013,0.002,0.0023,0,0.0305,0.002,0.001,0.0032,0.006,0,0,0.113,0,0,0.002,0.001,0.013,0,0,0,0.002,0,0.07,0,0.0109,0,0,0,0.504,0.04,0,0.462,2.8,0.786,1.93,10.8
"145","2012-08-31",0.011,0.004,0.045,0,0.0041,0.002,0.0735,0.003,0.001,0.0115,0.009,0,0,0.153,0,0,0.006,0.002,0.015,0,0.002,0,0.0048,0.004,0.097,0,0.0342,0.001,0,0,1.68,0.037,0.045,1.2,3.44,1.51,4.62,23.4
"146","2012-09-06",0,0,0,0.006,0.001,0,0.0577,0.003,0.0018,0.0063,0.0071,0,0,0.199,0.003,0,0.004,0.003,0.0113,0,0,0,0.002,0.004,0.064,0,0.0236,0,0,0,0.193,0.0826,0.0333,1.33,2.99,1.82,0.793,8
"147","2012-09-09",0,0,0.004,0,0.001,0,0.0103,0.004,0,0.0025,0.001,0,0,0.0795,0.001,0,0,0.002,0,0,0,0,0,0,0.0117,0,0.005,0,0,0,0.0599,0.024,0.025,0.311,1.91,0.428,0.648,5.1
"148","2012-09-12",0.039,0,0,0,0.0033,0,0.0477,0,0.001,0.0077,0.008,0,0,0.116,0.004,0,0.003,0.003,0,0,0,0.046,0.003,0.002,0.042,0,0.0207,0,0.001,0,0.563,0.04,0,0.829,2.71,1.49,1.37,9.2
"149","2012-09-15",0,0,0.024,0,0,0,0.037,0.003,0,0.002,0,0,0.005,0.0739,0.001,0.006,0.002,0.002,0,0.002,0,0.008,0.004,0,0.0322,0,0.009,0,0,0,0.069,0.031,0.01,0.402,2.31,0.514,0.599,6.1
"150","2012-09-21",0,0,0,0.009,0.002,0.004,0.0461,0.002,0,0.007,0.004,0.002,0.005,0.277,0,0.006,0.003,0,0.001,0,0,0,0.0077,0.001,0.028,0,0.011,0.002,0,0,0.055,0.133,0,0.629,2.05,1.28,0.576,6
"151","2012-09-27",0.012,0,0.018,0,0.0051,0,0.0561,0.006,0.001,0.0095,0.0104,0,0,0.203,0.005,0,0.004,0.003,0,0,0.001,0.005,0.002,0,0.073,0,0.0263,0,0,0,1.79,0.0167,0,3.02,3.49,1.5,3.3,16.3
"152","2012-09-30",0.063,0,0,0,0.0015,0,0.0184,0,0,0.002,0.004,0,0,0.0712,0.001,0,0.001,0.005,0,0,0,0,0,0.0058,0.017,0,0.0066,0,0,0,0.346,0.0163,0,0.544,2.52,0.567,1.16,7
"153","2012-10-03",0.027,0,0.005,0,0.0183,0.008,0.0615,0.006,0,0.0094,0.0518,0,0,0.321,0.005,0,0.005,0.009,0,0,0,0,0.003,0.0044,0.0474,0.005,0.0427,0,0,0,2.75,0.0677,0.0205,6.3,3.93,2.82,3.62,21.5
"154","2012-10-06",0,0,0.015,0,0.0027,0,0.0571,0.002,0,0.0036,0.004,0,0,0.0921,0.007,0,0.003,0.005,0,0,0.001,0,0.003,0.0068,0.0693,0,0.0268,0.011,0,0,1.29,0.0259,0.0205,1.36,3.3,0.887,3.08,13.6
"155","2012-10-12",0,0.002,0.014,0.001,0.003,0,0.0638,0.002,0.0016,0.0048,0.003,0,0.002,0.122,0.002,0.009,0.005,0.004,0,0.008,0,0,0.002,0,0.053,0.009,0.0485,0,0,0,0.422,0.055,0.02,1.16,2.18,0.929,1.07,6.5
"156","2012-10-18",0.023,0,0.018,0.005,0.002,0,0.0603,0.001,0.001,0.009,0.0159,0.001,0,0.226,0.003,0.018,0.003,0.003,0.008,0,0,0,0.003,0.001,0.058,0,0.0206,0.001,0,0,0.691,0.072,0.02,1.43,2.13,1.57,1.65,9.2
"157","2012-10-21",0,0.002,0.012,0,0.001,0,0.0725,0.002,0,0.0044,0.013,0,0,0.101,0.001,0,0,0.003,0.009,0.023,0,0,0,0.001,0.059,0,0.0483,0,0,0,0.545,0.043,0,0.525,2.52,0.515,1.67,8.2
"158","2012-10-24",0,0.002,0,0.002,0.0051,0,0.0462,0.007,0.0018,0.0064,0.027,0,0,0.219,0,0,0.005,0.002,0,0.004,0,0,0,0.002,0.056,0,0.0328,0.001,0,0,1.66,0.18,0.082,5.02,2.84,1.39,2.37,13.8
"159","2012-11-08",0,0.001,0.012,0,0,0,0.074,0.005,0.001,0.0033,0.0142,0,0,0.0735,0,0,0.002,0.004,0,0.005,0.001,0,0.003,0,0.0481,0,0.057,0,0,0,0.173,0.058,0,0.58,1.72,0.819,0.707,5.6
"160","2012-12-02",0,0,0,0,0.0074,0,0.0775,0.002,0,0.0059,0.648,0,0,0.122,0.002,0,0.002,0.014,0,0,0,0,0.003,0.0065,0.0349,0,0.0511,0,0,0,2.86,0.15,0.164,4.83,5.22,1.69,4.54,27.4
"161","2012-12-05",0.013,0,0.039,0,0,0,0.147,0,0.0018,0.0081,0.042,0,0,0.117,0.006,0,0.002,0.005,0.024,0.072,0,0,0,0.007,0.087,0,0.13,0,0,0,0.305,0.134,0.0314,0.734,1.99,0.91,0.908,7.3
"162","2012-12-08",0,0,0.024,0.005,0.0054,0,0.0789,0.005,0.001,0.0127,0.196,0,0,0.18,0.007,0,0.005,0.014,0.003,0,0.001,0,0,0.008,0.049,0,0.0782,0.001,0,0,2.22,0.065,0.044,4.32,4.71,3.08,3.41,25.7
"163","2012-12-11",0.012,0,0.014,0.001,0,0,0.022,0.003,0.001,0.001,0.004,0,0,0.0624,0,0.013,0,0.003,0.006,0,0,0,0,0,0.03,0,0.0146,0.001,0.001,0,0.505,0.08,0,1.02,1.62,0.767,1.65,5.5
"164","2012-12-14",0,0.003,0.035,0,0.0061,0.001,0.0602,0.003,0.0016,0.0066,0.0168,0,0.008,0.164,0.003,0,0.008,0.006,0,0,0,0,0.0057,0.003,0.0779,0,0.0434,0,0,0,2.47,0.045,0.035,4.96,4.1,1.79,2.89,19.4
"165","2012-12-20",0.032,0,0.001,0,0.0022,0.002,0.0592,0.002,0.0025,0.0042,0.0096,0,0.006,0.208,0,0,0.004,0.007,0.005,0,0,0,0,0,0.041,0,0.0412,0,0.001,0,0.247,0.0454,0.0093,0.757,1.71,1.11,0.775,6.7
"166","2012-12-23",0,0.001,0,0,0.003,0,0.0294,0,0.0014,0.004,0.006,0,0,0.0842,0.002,0,0,0.004,0,0,0.001,0,0,0.003,0.018,0,0.0206,0,0,0,0.853,0.0255,0.0181,1.54,1.98,0.703,1.53,7.7
