"","Date","Antimony.","Arsenic.","Aluminum.","Barium.","Bromine.","Cadmium.","Calcium.","Chromium.","Cobalt.","Copper.","Chlorine.","Cerium.","Cesium.","Iron.","Lead.","Indium.","Manganese.","Nickel.","Magnesium.","Phosphorus.","Selenium.","Tin.","Titanium.","Vanadium.","Silicon.","Silver.","Zinc.","Strontium.","Rubidium.","Zirconium.","Ammonium","Sodium","Potassium","Nitrate","OC","EC","Sulfate.","PM2.5"
"88","2014-04-05",0,0,0.018,0,0.0036,0,0.0245,0,0,0.002,0.004,0,0,0.0763,0.003,0,0.001,0.003,0.0123,0,0,0,0.002,0.001,0.029,0,0.018,0,0.001,0,0.988,0.0994,0.034,1.83,1.81,0.627,1.83,6.6
"89","2014-04-08",0.014,0,0.023,0.0095,0.004,0,0.0698,0.002,0.001,0.0077,0.0153,0,0,0.234,0,0,0.003,0.003,0.0219,0,0,0.029,0.003,0.001,0.054,0,0.0215,0,0,0,0.704,0.0962,0.0331,1.86,2.62,1.78,1.38,8.7
"90","2014-04-11",0,0,0.027,0.004,0.0036,0,0.0445,0.001,0,0.0077,0.0091,0.001,0.001,0.135,0.004,0,0.003,0.003,0.0219,0,0,0.006,0.0048,0.001,0.084,0.02,0.0225,0,0.001,0,1.05,0.072,0.029,1.05,3.21,1.08,2.58,11.6
"91","2014-04-14",0,0,0.002,0,0.0045,0,0.051,0,0.001,0.0022,0.412,0.002,0,0.092,0.002,0,0.001,0.002,0.0871,0,0,0.026,0.0047,0.003,0.081,0,0.0384,0,0,0,0.319,0.539,0.038,0.856,1.68,0.748,1.59,8.7
"92","2014-04-17",0,0,0.012,0.006,0.0029,0,0.035,0.003,0,0.007,0.021,0,0.003,0.172,0.001,0,0.002,0,0,0,0,0.018,0.0046,0,0.0551,0.005,0.008,0,0,0,0.485,0.287,0.0315,0.831,1.8,0.655,1.37,7.5
"93","2014-04-20",0,0,0,0,0.0019,0.006,0.0112,0,0.0018,0.002,0.005,0,0,0.135,0.004,0,0,0.001,0.039,0,0,0,0.003,0,0.051,0,0.0057,0.001,0,0.0128,0.764,0.116,0.033,0.617,2.24,0.454,1.99,8
"94","2014-04-23",0,0,0.034,0,0.001,0,0.0172,0.024,0,0.0033,0.004,0,0,0.124,0,0,0.002,0.007,0,0,0,0,0,0,0.046,0,0.007,0,0,0.003,0.447,0.03,0.019,0.562,1.94,0.458,1.09,5.7
"95","2014-04-26",0.006,0.001,0.007,0,0.0034,0,0.0237,0.003,0,0.002,0.001,0,0,0.122,0,0,0,0.003,0,0,0,0,0,0.001,0.034,0,0.0101,0,0,0,0.943,0.102,0.036,2.24,2.12,0.733,1.45,8.7
"96","2014-04-29",0,0,0.005,0,0.0011,0,0.0414,0,0,0.002,0.0748,0,0,0.132,0.002,0,0.001,0,0.024,0,0,0,0,0,0.024,0,0.0031,0,0,0,0.103,0.387,0.02,0.37,1.13,0.464,0.631,6
"97","2014-05-02",0,0.001,0,0,0.0025,0.007,0.0259,0.002,0,0,0.004,0,0,0.126,0.001,0.005,0.001,0.001,0.001,0,0,0,0.001,0.002,0.069,0,0.0134,0,0,0,1.14,0.028,0,0.717,2.16,0.885,2.9,10.4
"98","2014-05-05",0,0,0,0,0.001,0,0.0114,0.001,0,0.0018,0.002,0,0,0.0879,0.001,0,0.001,0.001,0,0,0,0,0.001,0,0.047,0.001,0.0058,0,0,0,0.212,0.029,0,0.218,1.67,0.587,0.648,7.9
"99","2014-05-08",0,0,0.011,0,0.0024,0,0.0924,0.003,0.0017,0.0046,0.0204,0,0,0.211,0.004,0,0.002,0.002,0.027,0,0.001,0,0,0.002,0.05,0,0.0144,0.001,0,0,1.72,0.079,0.035,5.08,2.74,1.31,1.85,16.4
"100","2014-05-11",0.004,0.001,0.067,0,0.0029,0,0.0305,0,0,0.0038,0,0,0.002,0.135,0.001,0,0.001,0.003,0,0,0,0,0.004,0.003,0.107,0,0.0054,0,0,0,0.451,0.043,0.032,0.439,3.04,0.651,1.28,8.6
"101","2014-05-14",0,0,0.014,0.003,0.0023,0,0.0735,0.002,0,0.007,0.011,0,0.003,0.245,0,0,0.006,0.003,0.042,0.001,0,0,0.0048,0.001,0.052,0.005,0.012,0.001,0,0.001,0.523,0.385,0,1.46,2.07,0.778,1.59,9.3
"102","2014-05-17",0,0.001,0.021,0.005,0.003,0,0.0151,0,0,0.0043,0.006,0,0.002,0.0967,0,0,0.001,0.001,0,0,0,0,0.001,0,0.044,0,0.003,0,0,0,0.761,0.05,0.031,0.355,1.97,0.539,1.99,7.4
"103","2014-05-20",0,0,0.026,0.003,0.0025,0,0.0474,0.007,0,0.003,0.005,0,0.003,0.173,0.001,0,0.001,0.003,0,0,0,0.013,0.001,0,0.114,0,0.0073,0,0,0.002,0.654,0.031,0.034,0.355,2.87,0.921,1.57,9.3
"104","2014-05-23",0.012,0,0.011,0,0.0032,0.001,0.0356,0.004,0,0.0078,0.0103,0,0,0.294,0.007,0,0.006,0.002,0,0,0,0,0.005,0,0.0745,0.012,0.0189,0,0,0,2.05,0.055,0,5.59,2.72,1.49,2.25,15.1
"105","2014-05-29",0,0,0.024,0.002,0.0029,0,0.0268,0,0.002,0.0038,0.005,0,0,0.163,0,0,0.002,0,0.007,0,0,0.007,0,0.001,0.044,0.001,0.0052,0,0,0,0.329,0.243,0.028,0.94,1.66,0.622,0.943,6.9
"106","2014-06-01",0.002,0,0.011,0,0.004,0,0.0165,0.002,0.001,0.0039,0.019,0.003,0.003,0.0686,0,0,0,0.002,0,0,0,0,0.0051,0.002,0.048,0,0.001,0,0,0,0.377,0.158,0.03,0.59,2.35,0.527,1.04,7.5
"107","2014-06-04",0,0,0.006,0.01,0.0062,0,0.0402,0.001,0,0.0079,0.017,0,0,0.24,0.003,0,0.003,0.002,0,0,0.001,0,0,0.001,0.08,0.006,0.0149,0,0,0,2.28,0.109,0,4.7,3.74,1.85,3.11,16.4
"108","2014-06-07",0,0.002,0,0,0.001,0,0.0177,0,0.001,0.002,0,0,0,0.164,0,0,0.001,0.002,0.012,0,0,0,0,0,0.032,0,0.0051,0,0,0,0.106,0.023,0.02,0.262,2.47,0.867,0.502,7
"109","2014-06-10",0,0.002,0.015,0,0.0027,0,0.0598,0.003,0.0016,0.0067,0.007,0,0,0.319,0,0.005,0.003,0.002,0.013,0,0.001,0,0.003,0,0.047,0,0.0187,0,0.001,0,1.88,0.186,0,3.49,2.93,2.04,3.04,12.8
"110","2014-06-13",0,0,0.007,0,0.0015,0,0.0403,0.001,0.0022,0.0056,0,0,0,0.292,0.003,0,0.003,0.001,0.004,0,0,0,0.003,0.001,0.049,0.0163,0.0151,0,0,0,0.519,0.0964,0.0127,1.95,2.36,1.46,1.18,8.1
"111","2014-06-16",0,0.001,0,0,0.0045,0,0.0394,0,0.001,0.0046,0,0,0,0.176,0.002,0,0.002,0.002,0.003,0,0.001,0,0.001,0,0.05,0,0.0207,0,0,0.002,0.287,0.0352,0.0209,0.848,3.27,1.14,0.853,8.6
"112","2014-06-19",0,0,0.032,0,0.001,0,0.0658,0.001,0,0.0051,0,0,0,0.171,0.001,0.004,0.002,0.002,0,0,0,0,0,0.002,0.066,0,0.011,0.002,0,0,0.468,0.04,0.02,0.726,2.71,1.49,1.35,9.3
"113","2014-06-22",0,0,0.043,0,0.001,0,0.014,0.002,0.001,0.0047,0.002,0,0,0.114,0,0,0.001,0.003,0,0,0,0,0,0,0.04,0,0.0055,0.002,0,0,0.319,0.042,0.024,0.852,3.28,0.697,0.859,8.3
"114","2014-06-28",0,0.002,0.029,0,0.0035,0,0.0135,0.002,0,0.0081,0.004,0,0,0.109,0,0,0,0.002,0,0,0,0,0,0.005,0.052,0.001,0.0056,0.001,0,0,0.14,0.0463,0,0.52,3.06,0.892,0.613,9.1
"115","2014-07-10",0,0,0,0.007,0.0033,0,0.0324,0.006,0.0013,0.0047,0.008,0,0,0.216,0.001,0,0.003,0.001,0,0,0,0,0,0,0.045,0.002,0.014,0,0,0.0139,0.562,0.051,0.03,0.635,2.8,1.02,1.91,11.1
"116","2014-07-16",0,0.001,0.013,0,0.0024,0,0.0275,0,0,0.0056,0,0,0,0.138,0,0,0,0,0.009,0,0,0,0.003,0,0.075,0,0.0108,0,0.001,0,0.404,0.065,0.092,0.684,3.16,1.14,1.43,8.8
"117","2014-07-19",0,0.003,0.018,0,0.0048,0,0.0365,0,0.001,0.0072,0,0,0,0.259,0,0,0.003,0.001,0.013,0,0,0,0,0,0.049,0,0.0127,0.002,0,0,0.384,0.0501,0,0.869,3.18,1.33,1.16,8.8
"118","2014-07-22",0.016,0,0.035,0,0.0046,0.006,0.0381,0,0.001,0.0036,0.002,0,0,0.0975,0.002,0,0.002,0.002,0,0,0,0,0,0.003,0.067,0,0.013,0.001,0,0,0.608,0.0908,0,0.881,3.56,1.24,1.88,12
"119","2014-07-25",0,0,0.017,0.002,0.0034,0,0.0329,0.001,0,0.0031,0.005,0,0,0.124,0,0,0.001,0,0,0,0.001,0,0,0,0.035,0.006,0.007,0,0,0,0.117,0.0819,0,0.416,2.79,0.834,0.591,8.2
"120","2014-07-28",0,0,0,0,0.001,0,0.0096,0.002,0,0.002,0,0,0.001,0.0911,0,0,0.001,0,0,0,0,0,0,0.002,0.029,0,0.005,0,0,0,0.197,0.123,0.0371,0.351,1.97,0.837,1.01,6.2
"121","2014-07-31",0.029,0.002,0,0,0.0043,0,0.0203,0.001,0,0.0032,0.008,0,0,0.08,0,0,0.001,0.003,0,0,0,0,0,0.005,0.052,0,0.0088,0,0,0,1.27,0.073,0.036,0.789,3.03,1.21,3.63,15.2
"122","2014-08-03",0.03,0,0.021,0.003,0.0039,0,0.002,0,0,0.0057,0.009,0,0.002,0.188,0,0,0.001,0.002,0.001,0,0,0,0,0.001,0.003,0,0.0041,0,0,0,0.907,0.0437,0.0477,2.09,4.01,0.893,1.52,15.2
"123","2014-08-06",0.026,0,0,0,0.0027,0,0.0138,0,0,0.0023,0.001,0,0,0.1,0.002,0,0.002,0,0,0,0,0.005,0.004,0,0.0325,0,0.0077,0,0,0.001,0.407,0.046,0.077,0.323,3.98,0.914,1.35,12
"124","2014-08-09",0.02,0.002,0,0,0.0018,0.001,0.0238,0,0.001,0.0036,0,0,0,0.118,0,0.003,0.002,0.002,0.019,0,0,0,0.005,0.002,0.038,0.001,0.0075,0,0.001,0,0.15,0.0544,0.033,0.331,3.32,1.05,0.492,9.3
"125","2014-08-15",0,0,0.006,0.004,0.0022,0,0.0145,0,0.0013,0.0042,0.003,0,0,0.119,0,0,0.002,0,0,0,0,0.004,0,0.002,0.043,0,0.0066,0,0,0,0.165,0.0385,0.0293,0.259,2.35,0.603,0.683,6.2
"126","2014-08-18",0,0,0.004,0,0.002,0,0.0105,0,0,0.0035,0.001,0,0,0.107,0.002,0,0.002,0,0,0,0,0,0.002,0,0.039,0,0.003,0,0,0,0.147,0.0327,0.0304,0.227,2.23,0.881,0.578,6.4
"127","2014-08-21",0.012,0.001,0.045,0.008,0.0028,0,0.0583,0.01,0,0.0069,0.008,0,0,0.251,0,0.004,0.003,0.006,0,0,0,0,0.002,0,0.085,0,0.0089,0.002,0,0,0.302,0.0772,0.0341,0.812,2.67,1.26,0.853,8.5
"128","2014-08-24",0,0.002,0.052,0,0.002,0,0.002,0.012,0,0.0058,0.001,0.003,0,0.138,0.003,0,0.001,0.003,0,0,0,0,0,0.003,0.057,0,0.002,0,0,0,0.108,0.051,0.0361,0.377,2.31,0.708,0.473,6.7
"129","2014-08-27",0,0,0.028,0,0.006,0,0.0295,0,0.001,0.0047,0.005,0,0,0.132,0.003,0,0.003,0.002,0.008,0,0,0,0.002,0.0033,0.082,0,0.0154,0,0,0,0.605,0.122,0.062,0.93,0.787,0.162,1.61,14.2
"130","2014-08-30",0,0.001,0.219,0,0.001,0.001,0,0.013,0,0.0136,0.0216,0,0.003,0.0648,0,0,0.003,0.007,0,0,0.001,0,0.001,0,0,0,0,0,0,0.0057,0.163,0.0785,0.0122,0.289,1.62,0.404,0.848,5.3
"131","2014-09-02",0.007,0,0.213,0.005,0.0028,0.004,0.0544,0.001,0.001,0.0054,0.013,0,0,0.187,0.001,0,0.002,0.004,0,0,0,0,0.0081,0.007,0.371,0,0.0072,0,0,0,1.02,0.125,0.0279,0.759,3.09,1.24,3.27,14.4
"132","2014-09-05",0,0.001,0.043,0,0.002,0,0.0213,0,0.001,0.002,0,0,0.004,0.0932,0.001,0,0.001,0.001,0,0,0,0,0.003,0,0.115,0,0.0057,0.002,0,0,1.11,0.118,0.0142,1.1,2.12,0.801,3.08,11
"133","2014-09-08",0.02,0.002,0,0,0.0018,0,0.0198,0,0.001,0.002,0.003,0,0.001,0.214,0,0,0.002,0,0,0,0,0,0.003,0,0.036,0,0.008,0,0,0,0.15,0.0639,0,0.313,2.13,0.826,0.609,8.5
"134","2014-09-14",0,0.001,0,0,0.001,0,0,0,0,0.0029,0.001,0,0,0.0588,0,0,0,0.001,0,0,0,0,0,0.003,0.011,0,0.001,0,0,0.003,0.144,0.0368,0.0141,0.416,1.93,0.486,0.586,5
"135","2014-09-17",0,0,0.029,0,0.0039,0,0.0617,0.001,0.001,0.0027,0.005,0.002,0.001,0.177,0.006,0.014,0.002,0.001,0.005,0,0,0,0.003,0.001,0.084,0,0.0115,0,0,0,0.397,0.06,0.03,0.699,1.86,1.31,1.08,7.1
"136","2014-09-20",0,0,0.001,0.006,0.0035,0,0.014,0.001,0.001,0.005,0.007,0,0,0.104,0,0,0.002,0,0,0,0,0,0,0.002,0.034,0,0.0036,0,0,0,1.06,0.22,0.029,0.568,1.92,0.715,3.31,10
"137","2014-09-23",0.006,0.001,0.014,0,0.0023,0,0.0236,0.002,0,0.0068,0.004,0,0,0.118,0,0,0.001,0.002,0,0,0,0,0.004,0.002,0.053,0,0.0121,0,0,0,0.665,0.04,0.023,0.801,1.78,1.06,1.69,7.7
"138","2014-09-26",0,0.002,0.005,0.007,0.0043,0,0.0386,0.001,0.001,0.0062,0.01,0,0,0.172,0,0,0.002,0.001,0.005,0,0,0,0.001,0,0.067,0,0.0151,0,0,0,0.485,0.0567,0.0227,0.482,2.84,1.03,1.43,9.1
"139","2014-09-29",0,0.002,0.045,0.006,0.0077,0,0.0568,0.002,0.0019,0.0211,0.017,0,0,0.268,0.004,0,0.004,0.005,0,0.003,0.001,0,0.0046,0.007,0.111,0,0.0484,0,0,0.0126,1.3,0.07,0.048,2.9,5.2,2.67,2.01,18.9
"140","2014-10-02",0,0,0.005,0.002,0,0,0.0109,0.002,0.0016,0.0045,0.001,0,0,0.182,0,0,0.002,0.001,0.004,0,0,0,0,0.001,0.031,0,0.0056,0,0,0.0165,0.104,0.069,0.042,0.425,1.41,0.659,0.459,4.3
"141","2014-10-05",0,0.001,0,0,0,0,0.001,0,0,0.0045,0.002,0,0,0.0531,0,0,0.001,0,0,0,0,0,0,0,0.016,0,0.002,0,0,0,0.628,0.04,0.026,0.493,1.93,0.389,1.68,6.2
"142","2014-10-08",0,0,0,0,0.0029,0,0.0169,0,0.0018,0.0099,0.009,0,0,0.111,0.002,0,0.003,0.001,0.003,0.003,0,0,0,0.001,0.057,0,0.0146,0,0.002,0,0.56,0.12,0.036,0.429,2.09,0.668,1.7,6.8
"143","2014-10-11",0,0.001,0,0,0.0021,0,0.0166,0,0.0011,0.0053,0.024,0,0,0.138,0,0,0.002,0.002,0,0,0,0,0.001,0.001,0.026,0.002,0.0141,0,0,0,0.745,0.0434,0.0267,1.93,2.33,1.18,1.15,8.4
"144","2014-10-14",0,0,0,0.003,0.0052,0,0.0132,0,0,0.0026,0.174,0,0.004,0.0731,0,0,0,0,0.011,0,0,0,0.001,0,0.029,0,0.001,0,0,0,0.09,0.35,0.032,0.377,1.44,0.687,0.73,5.5
"145","2014-10-17",0.009,0.002,0.025,0,0.0026,0,0.0146,0.001,0.001,0.0067,0.006,0,0,0.105,0.001,0.018,0.003,0.002,0.018,0,0,0,0,0,0.038,0,0.0152,0,0,0,1.07,0.04,0.024,1.47,2.33,0.927,2.55,9.3
"146","2014-10-20",0.016,0,0.027,0,0.0015,0.012,0.0222,0.004,0.001,0.0029,0.005,0,0,0.0925,0.002,0.006,0.002,0.003,0.004,0,0,0.02,0.002,0,0.042,0,0.0145,0,0,0,0.463,0.05,0.021,0.681,1.86,0.779,1.31,3.3
"147","2014-10-23",0,0,0.046,0,0.002,0,0.001,0.018,0,0.0042,0.003,0,0.001,0.111,0,0.007,0.002,0.006,0,0,0,0.012,0.001,0,0.016,0,0.0057,0,0,0,0.022,0.03,0.015,0.146,1.25,0.646,0.27,2.5
"148","2014-10-26",0,0,0.397,0,0.0025,0,0.0097,0.017,0.0024,0.0197,0.009,0.001,0,0.14,0,0,0.003,0.007,0,0,0,0,0,0,0.035,0,0.001,0,0,0.001,0.44,0.029,0.041,0.317,2.15,0.457,1.12,5.7
"149","2014-11-01",0.005,0,0,0.006,0.001,0,0.0236,0.003,0,0.0018,0.004,0,0.007,0.0664,0,0,0.001,0.004,0,0,0,0.016,0,0,0.023,0,0.0142,0,0,0.0083,0.205,0.047,0.034,0.503,1.97,0.72,0.682,5.7
"150","2014-11-04",0.002,0.001,0.044,0.008,0.0047,0,0.098,0,0,0.0071,0.035,0,0,0.187,0,0,0.005,0.001,0.021,0,0,0,0,0.003,0.13,0,0.0229,0,0,0.0065,0.604,0.064,0.074,0.697,2.98,1.4,1.41,9.7
"151","2014-11-07",0,0,0,0,0.001,0,0.0592,0.008,0,0.005,0.0565,0.001,0.004,0.123,0,0,0.002,0.004,0,0,0,0.004,0.004,0,0.058,0,0.0159,0,0.001,0,0.302,0.049,0.039,0.859,1.9,0.608,0.688,5.3
"152","2014-11-10",0,0.001,0,0.004,0.0027,0,0.0319,0,0,0.0224,0.04,0,0,0.13,0,0,0.001,0.003,0,0.002,0,0,0,0.002,0.048,0.008,0.0141,0,0,0,1.19,0.103,0.074,2.62,3.75,1.72,1.85,12.6
"153","2014-11-13",0,0,0.028,0,0.002,0,0.0389,0.006,0,0.0059,0.0141,0,0.003,0.14,0,0,0.003,0.003,0,0,0,0,0,0,0.048,0,0.0234,0,0,0,0.933,0.03,0.027,2.26,1.85,0.891,1.5,9
"154","2014-11-19",0,0,0,0,0.0033,0.007,0.0209,0.001,0,0.002,0.007,0,0,0.0596,0,0.002,0.002,0.001,0,0,0,0.002,0,0.002,0.021,0,0.0127,0,0,0,1.09,0.074,0.036,2.56,1.64,0.451,1.42,11.9
"155","2014-11-22",0,0.002,0.012,0,0.0044,0.011,0.023,0.001,0.001,0.002,0.0144,0,0,0.0712,0,0.018,0.001,0.002,0.014,0,0,0,0.002,0.001,0.047,0,0.0208,0,0,0,1.68,0.047,0.058,3.77,2.63,0.802,2.17,7.3
"156","2014-11-25",0,0,0,0,0.0015,0,0.0244,0.001,0.001,0.0047,0.004,0,0,0.123,0.002,0,0.001,0.001,0,0,0.001,0,0.001,0.002,0.045,0.005,0.0143,0,0.001,0,0.487,0.052,0.03,0.513,2.64,0.954,1.32,7.6
"157","2014-11-28",0,0,0,0,0.001,0.004,0.0104,0,0,0,0.005,0,0,0.0571,0.002,0.022,0,0.002,0,0,0,0,0,0.001,0.01,0,0.01,0,0,0,0.319,0.04,0.019,0.888,1.62,0.494,0.793,4.4
"158","2014-12-01",0.005,0.001,0.123,0,0.0084,0,0.0249,0.014,0,0.0044,0.0225,0,0.002,0.146,0,0.001,0.003,0.007,0,0,0,0,0,0.002,0.047,0,0.0338,0,0,0,0.872,0.07,0.044,1.6,3.44,1.33,1.86,12.1
"159","2014-12-04",0,0.003,0.002,0.004,0.0031,0,0.0455,0,0.001,0.0044,0.0138,0,0.007,0.115,0.001,0.007,0.003,0.003,0.025,0,0,0.023,0.004,0,0.0518,0.004,0.0291,0,0,0,1.22,0.04,0.039,2.58,1.48,0.515,1.76,8.9
"160","2014-12-07",0.005,0,0,0,0,0.016,0.0349,0,0,0.0023,0.0132,0,0,0.046,0.001,0.002,0,0.003,0.026,0,0,0,0.001,0.001,0.0219,0.006,0.0272,0,0,0,0.462,0.04,0.036,0.803,1.93,0.921,1.13,5.3
"161","2014-12-10",0,0.003,0,0,0,0,0.0106,0.001,0.001,0,0,0,0,0.0769,0,0,0.001,0.002,0,0,0,0,0.003,0,0.015,0,0.0111,0,0,0,0.059,0.031,0.02,0.32,1.36,0.765,0.279,3.9
"162","2014-12-13",0,0,0.007,0,0,0,0.0151,0,0,0.0025,0.0095,0,0,0.0564,0.001,0,0,0.003,0.02,0,0.001,0,0,0.001,0.0233,0.002,0.0155,0,0.002,0,0.638,0.029,0.02,1.02,1.65,0.454,1.34,6.1
"163","2014-12-16",0,0,0,0.019,0.001,0,0.0621,0,0.0015,0.008,0.171,0,0.012,0.266,0.002,0.011,0.001,0.003,0.018,0,0.001,0,0,0.003,0.0572,0,0.043,0,0.001,0,1.7,0.077,0.059,5.27,4.3,2.08,2.14,20.5
"164","2014-12-19",0,0,0.034,0.005,0,0.035,0.0253,0,0,0.001,0.0113,0,0.008,0.062,0,0,0.001,0.002,0.004,0,0,0,0,0,0.041,0,0.0123,0,0,0,0.284,0.046,0.02,0.733,1.55,0.573,0.67,4.3
"165","2014-12-22",0,0,0.031,0,0.002,0,0.0474,0,0,0.0049,0.254,0.002,0,0.149,0.004,0.025,0.001,0.003,0.005,0,0,0,0.001,0.003,0.046,0,0.0423,0,0,0,0.743,0.13,0.073,2.88,3.23,1.13,1.13,12.4
"166","2014-12-25",0,0,0.004,0,0.0014,0,0.007,0.011,0.001,0.0026,0.0092,0.001,0,0.103,0.002,0,0.001,0.005,0.011,0,0,0.011,0.002,0,0.0128,0.014,0.008,0,0,0,0.157,0.07,0.028,0.308,1.91,0.536,0.6,4.9
"167","2014-12-28",0,0,0.048,0,0.0061,0.009,0.0223,0.001,0.001,0.003,0.0468,0,0,0.0488,0,0.026,0.001,0.003,0.005,0,0,0,0.004,0.001,0.0273,0,0.0113,0,0,0,1.08,0.0698,0.0461,3.06,3.8,0.834,1.32,13.3
"168","2014-12-31",0,0,0.029,0.01,0.0029,0.022,0.0305,0.004,0,0.0017,0.013,0,0.002,0.101,0,0,0.001,0.003,0.02,0,0.001,0,0.002,0.001,0.0396,0,0.0169,0,0,0,0.95,0.041,0.044,2.01,2.33,0.655,1.41,9
